,JFK
156,0.23278084714548802
157,0.23278084714548802
158,0.23278084714548802
159,0.23278084714548802
160,0.23278084714548802
161,0.23278084714548802
162,0.23278084714548802
163,0.23278084714548802
164,0.23278084714548802
165,0.23278084714548802
166,0.23278084714548802
167,0.23278084714548802
168,0.23278084714548802
169,0.23278084714548802
170,0.23278084714548802
171,0.23278084714548802
172,0.23278084714548802
173,0.23278084714548802
174,0.23278084714548802
175,0.23278084714548802
176,0.23278084714548802
177,0.23278084714548802
178,0.23278084714548802
179,0.23278084714548802
180,0.23278084714548802
181,0.23278084714548802
182,0.23278084714548802
183,0.23278084714548802
184,0.23278084714548802
185,0.23278084714548802
186,0.23278084714548802
187,0.23278084714548802
188,0.23278084714548802
189,0.23278084714548802
190,0.23278084714548802
191,0.23278084714548802
192,0.23278084714548797
193,0.23278084714548802
194,0.23278084714548802
195,0.23278084714548802
196,0.23278084714548802
197,0.23278084714548802
198,0.23278084714548802
199,0.23278084714548802
200,0.23278084714548802
201,0.23278084714548802
202,0.23278084714548802
203,0.23278084714548802
204,0.23278084714548802
205,0.23278084714548802
206,0.23278084714548802
207,0.23278084714548802
208,0.23278084714548802
209,0.23278084714548802
210,0.23278084714548802
211,0.23278084714548802
212,0.23278084714548802
213,0.23278084714548802
214,0.23278084714548802
215,0.23278084714548802
216,0.23278084714548802
217,0.23278084714548802
218,0.23278084714548802
219,0.23278084714548802
220,0.23278084714548802
221,0.23278084714548802
222,0.23278084714548802
223,0.23278084714548802
224,0.23278084714548802
225,0.23278084714548802
226,0.23278084714548802
227,0.23278084714548802
228,0.23278084714548802
229,0.23278084714548797
230,0.23278084714548802
231,0.23278084714548802
232,0.23278084714548802
233,0.23278084714548802
234,0.23278084714548802
235,0.23278084714548802
236,0.23278084714548802
237,0.23278084714548802
238,0.23278084714548802
239,0.23278084714548802
240,0.23278084714548802
241,0.23278084714548802
242,0.23278084714548802
243,0.23278084714548802
244,0.23278084714548802
245,0.23278084714548802
246,0.23278084714548802
247,0.23278084714548802
248,0.23278084714548802
249,0.23278084714548802
250,0.23278084714548802
251,0.23278084714548802
252,0.23278084714548802
253,0.23278084714548802
254,0.23278084714548802
255,0.23278084714548802
256,0.23278084714548802
257,0.23278084714548802
258,0.23278084714548802
259,0.23278084714548802
260,0.23278084714548802
261,0.23278084714548802
262,0.23278084714548802
263,0.23278084714548802
264,0.23278084714548802
265,0.23278084714548802
266,0.23278084714548802
267,0.23278084714548802
268,0.23278084714548802
269,0.23278084714548802
270,0.23278084714548802
271,0.23278084714548802
272,0.23278084714548802
273,0.23278084714548802
274,0.23278084714548802
275,0.23278084714548802
276,0.23278084714548797
277,0.23278084714548802
278,0.23278084714548802
279,0.23278084714548802
280,0.23278084714548802
281,0.23278084714548802
282,0.23278084714548797
283,0.23278084714548802
284,0.23278084714548802
285,0.23278084714548802
286,0.23278084714548802
287,0.23278084714548802
288,0.23278084714548802
289,0.23278084714548802
290,0.23278084714548802
291,0.23278084714548802
292,0.23278084714548802
293,0.23278084714548802
294,0.23278084714548802
295,0.23278084714548802
296,0.23278084714548802
297,0.23278084714548802
298,0.23278084714548802
299,0.23278084714548802
300,0.23278084714548802
301,0.23278084714548802
302,0.23278084714548802
303,0.23278084714548802
304,0.23278084714548802
305,0.23278084714548802
306,0.23278084714548802
307,0.23278084714548802
308,0.23278084714548802
309,0.23278084714548802
310,0.23278084714548797
311,0.23278084714548802
312,0.23278084714548802
313,0.23278084714548802
314,0.23278084714548802
315,0.23278084714548802
316,0.23278084714548802
317,0.23278084714548802
318,0.23278084714548802
319,0.23278084714548802
320,0.23278084714548802
321,0.23278084714548802
322,0.23278084714548802
323,0.23278084714548802
324,0.23278084714548802
325,0.23278084714548802
326,0.23278084714548802
327,0.23278084714548802
328,0.23278084714548802
329,0.23278084714548802
330,0.23278084714548802
331,0.23278084714548802
332,0.23278084714548802
333,0.23278084714548802
334,0.23278084714548802
335,0.23278084714548802
336,0.23278084714548802
337,0.23278084714548802
338,0.23278084714548802
339,0.23278084714548802
340,0.23278084714548802
341,0.23278084714548802
342,0.23278084714548802
343,0.23278084714548802
344,0.23278084714548802
345,0.23278084714548802
346,0.23278084714548802
347,0.23278084714548802
348,0.23278084714548802
349,0.23278084714548802
350,0.23278084714548802
351,0.23278084714548802
352,0.23278084714548802
353,0.23278084714548802
354,0.23278084714548802
355,0.23278084714548802
356,0.23278084714548802
357,0.23278084714548802
358,0.23278084714548802
359,0.23278084714548802
360,0.23278084714548802
361,0.23278084714548802
362,0.23278084714548802
363,0.23278084714548802
364,0.23278084714548802
365,0.23278084714548802
366,0.23278084714548802
367,0.23278084714548802
368,0.23278084714548802
369,0.23278084714548802
370,0.23278084714548802
371,0.23278084714548802
372,0.23278084714548802
373,0.23278084714548802
374,0.23278084714548802
375,0.23278084714548802
376,0.23278084714548802
377,0.23278084714548802
378,0.23278084714548802
379,0.23278084714548802
380,0.23278084714548802
381,0.23278084714548802
382,0.23278084714548802
383,0.23278084714548802
384,0.23278084714548802
385,0.23278084714548802
386,0.23278084714548802
387,0.23278084714548802
388,0.23278084714548802
389,0.23278084714548797
390,0.23278084714548802
391,0.23278084714548802
392,0.23278084714548802
393,0.23278084714548802
394,0.23278084714548802
395,0.23278084714548802
396,0.23278084714548802
397,0.23278084714548802
398,0.23278084714548802
399,0.23278084714548802
400,0.23278084714548802
401,0.23278084714548802
402,0.23278084714548802
403,0.23278084714548802
404,0.23278084714548802
405,0.23278084714548802
406,0.23278084714548802
407,0.23278084714548802
408,0.23278084714548802
409,0.23278084714548802
410,0.23278084714548802
411,0.23278084714548802
412,0.23278084714548802
413,0.23278084714548802
414,0.23278084714548802
415,0.23278084714548802
416,0.23278084714548802
417,0.23278084714548802
418,0.23278084714548802
419,0.23278084714548802
420,0.23278084714548802
421,0.23278084714548802
422,0.23278084714548802
423,0.23278084714548802
424,0.23278084714548802
425,0.23278084714548802
426,0.23278084714548802
427,0.23278084714548802
428,0.23278084714548802
429,0.23278084714548802
430,0.23278084714548797
431,0.23278084714548802
432,0.23278084714548802
433,0.23278084714548797
434,0.23278084714548802
435,0.23278084714548802
436,0.23278084714548802
437,0.23278084714548802
438,0.23278084714548802
439,0.23278084714548802
440,0.23278084714548802
441,0.23278084714548802
442,0.23278084714548802
443,0.23278084714548802
444,0.23278084714548802
445,0.23278084714548802
446,0.23278084714548802
447,0.23278084714548802
448,0.23278084714548802
449,0.23278084714548802
450,0.23278084714548802
451,0.23278084714548797
452,0.23278084714548802
453,0.23278084714548802
454,0.23278084714548802
455,0.23278084714548802
456,0.23278084714548802
457,0.23278084714548802
458,0.23278084714548802
459,0.23278084714548802
460,0.23278084714548802
461,0.23278084714548802
462,0.23278084714548802
463,0.23278084714548802
464,0.23278084714548802
465,0.23278084714548802
466,0.23278084714548802
467,0.23278084714548802
468,0.23278084714548802
469,0.23278084714548802
470,0.23278084714548802
471,0.23278084714548802
472,0.23278084714548802
473,0.23278084714548802
474,0.23278084714548802
475,0.23278084714548802
476,0.23278084714548802
477,0.23278084714548797
478,0.23278084714548802
479,0.23278084714548802
480,0.23278084714548802
481,0.23278084714548802
482,0.23278084714548802
483,0.23278084714548802
484,0.23278084714548802
485,0.23278084714548802
486,0.23278084714548802
487,0.23278084714548802
488,0.23278084714548802
489,0.23278084714548802
490,0.23278084714548802
491,0.23278084714548802
492,0.23278084714548797
493,0.23278084714548802
494,0.23278084714548797
495,0.23278084714548802
496,0.23278084714548802
497,0.23278084714548802
498,0.23278084714548802
499,0.23278084714548802
500,0.23278084714548802
501,0.23278084714548802
502,0.23278084714548802
503,0.23278084714548802
504,0.23278084714548802
505,0.23278084714548802
506,0.23278084714548802
507,0.23278084714548802
508,0.23278084714548802
509,0.23278084714548802
510,0.23278084714548802
511,0.23278084714548802
512,0.23278084714548802
513,0.23278084714548802
514,0.23278084714548802
515,0.23278084714548802
516,0.23278084714548802
517,0.23278084714548802
518,0.23278084714548802
519,0.23278084714548802
520,0.23278084714548802
521,0.23278084714548802
522,0.23278084714548802
523,0.23278084714548802
524,0.23278084714548802
525,0.23278084714548802
526,0.23278084714548802
527,0.23278084714548802
528,0.23278084714548802
529,0.23278084714548802
530,0.23278084714548802
531,0.23278084714548802
532,0.23278084714548802
533,0.23278084714548802
534,0.23278084714548802
535,0.23278084714548797
536,0.23278084714548802
537,0.23278084714548802
538,0.23278084714548802
539,0.23278084714548802
540,0.23278084714548802
541,0.23278084714548802
542,0.23278084714548802
543,0.23278084714548802
544,0.23278084714548802
545,0.23278084714548802
546,0.23278084714548802
547,0.23278084714548802
548,0.23278084714548802
549,0.23278084714548802
550,0.23278084714548802
551,0.23278084714548802
552,0.23278084714548802
553,0.23278084714548802
554,0.23278084714548802
555,0.23278084714548802
556,0.23278084714548802
557,0.23278084714548802
558,0.23278084714548802
559,0.23278084714548802
560,0.23278084714548802
561,0.23278084714548802
562,0.23278084714548802
563,0.23278084714548802
564,0.23278084714548802
565,0.23278084714548802
566,0.23278084714548802
567,0.23278084714548802
568,0.23278084714548802
569,0.23278084714548802
570,0.23278084714548802
571,0.23278084714548797
572,0.23278084714548802
573,0.23278084714548802
574,0.23278084714548802
575,0.23278084714548802
576,0.23278084714548802
577,0.23278084714548797
578,0.23278084714548802
579,0.23278084714548802
580,0.23278084714548802
581,0.23278084714548802
582,0.23278084714548802
583,0.23278084714548802
584,0.23278084714548802
585,0.23278084714548802
586,0.23278084714548802
587,0.23278084714548797
588,0.23278084714548802
589,0.23278084714548802
590,0.23278084714548802
591,0.23278084714548802
592,0.23278084714548802
593,0.23278084714548802
594,0.23278084714548802
595,0.23278084714548802
596,0.23278084714548802
597,0.23278084714548802
598,0.23278084714548802
599,0.23278084714548802
600,0.23278084714548802
601,0.23278084714548802
602,0.23278084714548802
603,0.23278084714548802
604,0.23278084714548802
605,0.23278084714548802
606,0.23278084714548802
607,0.23278084714548802
608,0.23278084714548802
609,0.23278084714548802
610,0.23278084714548802
611,0.23278084714548802
612,0.23278084714548802
613,0.23278084714548802
614,0.23278084714548802
615,0.23278084714548802
616,0.23278084714548802
617,0.23278084714548802
618,0.23278084714548802
619,0.23278084714548802
620,0.23278084714548802
621,0.23278084714548802
622,0.23278084714548802
623,0.23278084714548802
624,0.23278084714548802
625,0.23278084714548802
626,0.23278084714548802
627,0.23278084714548802
628,0.23278084714548802
629,0.23278084714548802
630,0.23278084714548802
631,0.23278084714548802
632,0.23278084714548802
633,0.23278084714548802
634,0.23278084714548802
635,0.23278084714548802
636,0.23278084714548802
637,0.23278084714548802
638,0.23278084714548802
639,0.23278084714548802
640,0.23278084714548802
641,0.23278084714548802
642,0.23278084714548802
643,0.23278084714548802
644,0.23278084714548802
645,0.23278084714548802
646,0.23278084714548802
647,0.23278084714548802
648,0.23278084714548802
649,0.23278084714548802
650,0.23278084714548802
651,0.23278084714548802
652,0.23278084714548802
653,0.23278084714548802
654,0.23278084714548802
655,0.23278084714548802
656,0.23278084714548802
657,0.23278084714548802
658,0.23278084714548802
659,0.23278084714548802
660,0.23278084714548802
661,0.23278084714548802
662,0.23278084714548802
663,0.23278084714548802
664,0.23278084714548802
665,0.23278084714548802
666,0.23278084714548802
667,0.23278084714548802
668,0.23278084714548802
669,0.23278084714548802
670,0.23278084714548802
671,0.23278084714548802
672,0.23278084714548802
673,0.23278084714548802
674,0.23278084714548802
675,0.23278084714548802
676,0.23278084714548802
677,0.23278084714548802
678,0.23278084714548802
679,0.23278084714548802
680,0.23278084714548802
681,0.23278084714548802
682,0.23278084714548802
683,0.23278084714548802
684,0.23278084714548802
685,0.23278084714548802
686,0.23278084714548802
687,0.23278084714548802
688,0.23278084714548802
689,0.23278084714548802
690,0.23278084714548802
691,0.23278084714548802
692,0.23278084714548802
693,0.23278084714548802
694,0.23278084714548802
695,0.23278084714548802
696,0.23278084714548802
697,0.23278084714548802
698,0.23278084714548802
699,0.23278084714548802
700,0.23278084714548802
701,0.23278084714548802
702,0.23278084714548802
703,0.23278084714548802
704,0.23278084714548802
705,0.23278084714548802
706,0.23278084714548797
707,0.23278084714548802
708,0.23278084714548802
709,0.23278084714548802
710,0.23278084714548802
711,0.23278084714548802
712,0.23278084714548802
713,0.23278084714548802
714,0.23278084714548802
715,0.23278084714548802
716,0.23278084714548802
717,0.23278084714548802
718,0.23278084714548802
719,0.23278084714548802
720,0.23278084714548802
721,0.23278084714548802
722,0.23278084714548802
723,0.23278084714548802
724,0.23278084714548802
725,0.23278084714548802
726,0.23278084714548797
727,0.23278084714548802
728,0.23278084714548802
729,0.23278084714548802
730,0.23278084714548802
731,0.23278084714548802
732,0.23278084714548802
733,0.23278084714548802
734,0.23278084714548802
735,0.23278084714548802
736,0.23278084714548802
737,0.23278084714548802
738,0.23278084714548802
739,0.23278084714548802
740,0.23278084714548802
741,0.23278084714548802
742,0.23278084714548802
743,0.23278084714548802
744,0.23278084714548802
745,0.23278084714548802
746,0.23278084714548802
747,0.23278084714548802
748,0.23278084714548802
749,0.23278084714548802
750,0.23278084714548802
751,0.23278084714548802
752,0.23278084714548802
753,0.23278084714548797
754,0.23278084714548802
755,0.23278084714548802
756,0.23278084714548802
757,0.23278084714548802
758,0.23278084714548802
759,0.23278084714548802
760,0.23278084714548802
761,0.23278084714548802
762,0.23278084714548802
763,0.23278084714548802
764,0.23278084714548802
765,0.23278084714548802
766,0.23278084714548802
767,0.23278084714548802
768,0.23278084714548802
769,0.23278084714548802
770,0.23278084714548802
771,0.23278084714548802
772,0.23278084714548802
773,0.23278084714548802
774,0.23278084714548802
775,0.23278084714548802
776,0.23278084714548802
777,0.23278084714548802
778,0.23278084714548802
779,0.23278084714548797
780,0.23278084714548802
781,0.23278084714548802
782,0.23278084714548802
783,0.23278084714548802
784,0.23278084714548802
785,0.23278084714548802
786,0.23278084714548802
787,0.23278084714548802
788,0.23278084714548802
789,0.23278084714548802
790,0.23278084714548802
791,0.23278084714548802
792,0.23278084714548802
793,0.23278084714548802
794,0.23278084714548802
795,0.23278084714548802
796,0.23278084714548802
797,0.23278084714548802
798,0.23278084714548802
799,0.23278084714548802
800,0.23278084714548802
801,0.23278084714548802
802,0.23278084714548802
803,0.23278084714548802
804,0.23278084714548802
805,0.23278084714548802
806,0.23278084714548802
807,0.23278084714548802
808,0.23278084714548802
809,0.23278084714548797
810,0.23278084714548802
811,0.23278084714548802
812,0.23278084714548802
813,0.23278084714548802
814,0.23278084714548802
815,0.23278084714548802
816,0.23278084714548802
817,0.23278084714548802
818,0.23278084714548802
819,0.23278084714548802
820,0.23278084714548802
821,0.23278084714548802
822,0.23278084714548802
823,0.23278084714548802
824,0.23278084714548802
825,0.23278084714548802
826,0.23278084714548802
827,0.23278084714548802
828,0.23278084714548802
829,0.23278084714548802
830,0.23278084714548802
831,0.23278084714548802
832,0.23278084714548802
833,0.23278084714548802
834,0.23278084714548802
835,0.23278084714548802
836,0.23278084714548802
837,0.23278084714548802
838,0.23278084714548802
839,0.23278084714548802
840,0.23278084714548802
841,0.23278084714548802
842,0.23278084714548802
843,0.23278084714548802
844,0.23278084714548802
845,0.23278084714548802
846,0.23278084714548802
847,0.23278084714548802
848,0.23278084714548802
849,0.23278084714548802
850,0.23278084714548802
851,0.23278084714548802
852,0.23278084714548802
853,0.23278084714548802
854,0.23278084714548802
855,0.23278084714548802
856,0.23278084714548802
857,0.23278084714548802
858,0.23278084714548802
859,0.23278084714548802
860,0.23278084714548802
861,0.23278084714548802
862,0.23278084714548802
863,0.23278084714548802
864,0.23278084714548802
865,0.23278084714548802
866,0.23278084714548802
867,0.23278084714548802
868,0.23278084714548802
869,0.23278084714548802
870,0.23278084714548802
871,0.23278084714548802
872,0.23278084714548802
873,0.23278084714548802
874,0.23278084714548802
875,0.23278084714548802
876,0.23278084714548802
877,0.23278084714548802
878,0.23278084714548802
879,0.23278084714548802
880,0.23278084714548802
881,0.23278084714548802
882,0.23278084714548802
883,0.23278084714548802
884,0.23278084714548797
885,0.23278084714548802
886,0.23278084714548802
887,0.23278084714548802
888,0.23278084714548802
889,0.23278084714548802
890,0.23278084714548802
891,0.23278084714548802
892,0.23278084714548802
893,0.23278084714548802
894,0.23278084714548802
895,0.23278084714548802
896,0.23278084714548802
897,0.23278084714548802
898,0.23278084714548802
899,0.23278084714548802
900,0.23278084714548802
901,0.23278084714548802
902,0.23278084714548802
903,0.23278084714548802
904,0.23278084714548802
905,0.23278084714548802
906,0.23278084714548802
907,0.23278084714548802
908,0.23278084714548802
909,0.23278084714548802
910,0.23278084714548802
911,0.23278084714548802
912,0.23278084714548802
913,0.23278084714548802
914,0.23278084714548802
915,0.23278084714548802
916,0.23278084714548802
917,0.23278084714548802
918,0.23278084714548802
919,0.23278084714548802
920,0.23278084714548802
921,0.23278084714548802
922,0.23278084714548802
923,0.23278084714548802
924,0.23278084714548797
925,0.23278084714548802
926,0.23278084714548802
927,0.23278084714548802
928,0.23278084714548802
929,0.23278084714548802
930,0.23278084714548802
931,0.23278084714548802
932,0.23278084714548802
933,0.23278084714548802
934,0.23278084714548802
935,0.23278084714548802
936,0.23278084714548802
937,0.23278084714548802
938,0.23278084714548802
939,0.23278084714548802
940,0.23278084714548802
941,0.23278084714548802
942,0.23278084714548802
943,0.23278084714548802
944,0.23278084714548802
945,0.23278084714548802
946,0.23278084714548802
947,0.23278084714548802
948,0.23278084714548802
949,0.23278084714548802
950,0.23278084714548802
951,0.23278084714548802
952,0.23278084714548802
953,0.23278084714548802
954,0.23278084714548802
955,0.23278084714548802
956,0.23278084714548802
957,0.23278084714548802
958,0.23278084714548802
959,0.23278084714548802
960,0.23278084714548802
961,0.23278084714548802
962,0.23278084714548802
963,0.23278084714548802
964,0.23278084714548802
965,0.23278084714548802
966,0.23278084714548802
967,0.23278084714548802
968,0.23278084714548802
969,0.23278084714548802
970,0.23278084714548802
971,0.23278084714548802
972,0.23278084714548802
973,0.23278084714548802
974,0.23278084714548802
975,0.23278084714548802
976,0.23278084714548802
977,0.23278084714548802
978,0.23278084714548802
979,0.23278084714548802
980,0.23278084714548802
981,0.23278084714548802
982,0.23278084714548802
983,0.23278084714548802
984,0.23278084714548802
985,0.23278084714548802
986,0.23278084714548802
987,0.23278084714548802
988,0.23278084714548802
989,0.23278084714548802
990,0.23278084714548802
991,0.23278084714548802
992,0.23278084714548802
993,0.23278084714548802
994,0.23278084714548802
995,0.23278084714548802
996,0.23278084714548802
997,0.23278084714548802
998,0.23278084714548802
999,0.23278084714548802
1000,0.23278084714548802
1001,0.23278084714548802
1002,0.23278084714548802
1003,0.23278084714548802
1004,0.23278084714548802
1005,0.23278084714548802
1006,0.23278084714548802
1007,0.23278084714548802
1008,0.23278084714548802
1009,0.23278084714548802
1010,0.23278084714548802
1011,0.23278084714548802
1012,0.23278084714548802
1013,0.23278084714548802
1014,0.23278084714548802
1015,0.23278084714548802
1016,0.23278084714548802
1017,0.23278084714548802
1018,0.23278084714548802
1019,0.23278084714548802
1020,0.23278084714548802
1021,0.23278084714548802
1022,0.23278084714548802
1023,0.23278084714548802
1024,0.23278084714548802
1025,0.23278084714548802
1026,0.23278084714548802
1027,0.23278084714548802
1028,0.23278084714548802
1029,0.23278084714548802
1030,0.23278084714548802
1031,0.23278084714548802
1032,0.23278084714548802
1033,0.23278084714548802
1034,0.23278084714548802
1035,0.23278084714548802
1036,0.23278084714548802
1037,0.23278084714548802
1038,0.23278084714548802
1039,0.23278084714548802
1040,0.23278084714548802
1041,0.23278084714548802
1042,0.23278084714548802
1043,0.23278084714548802
1044,0.23278084714548802
1045,0.23278084714548802
1046,0.23278084714548802
1047,0.23278084714548802
1048,0.23278084714548802
1049,0.23278084714548802
1050,0.23278084714548802
1051,0.23278084714548802
1052,0.23278084714548802
1053,0.23278084714548802
1054,0.23278084714548802
1055,0.23278084714548802
1056,0.23278084714548802
1057,0.23278084714548797
1058,0.23278084714548802
1059,0.23278084714548802
1060,0.23278084714548802
1061,0.23278084714548802
1062,0.23278084714548802
1063,0.23278084714548802
1064,0.23278084714548802
1065,0.23278084714548802
1066,0.23278084714548802
1067,0.23278084714548797
1068,0.23278084714548802
1069,0.23278084714548802
1070,0.23278084714548802
1071,0.23278084714548802
1072,0.23278084714548802
1073,0.23278084714548802
1074,0.23278084714548802
1075,0.23278084714548802
1076,0.23278084714548802
1077,0.23278084714548802
1078,0.23278084714548802
1079,0.23278084714548802
1080,0.23278084714548802
1081,0.23278084714548802
1082,0.23278084714548802
1083,0.23278084714548802
1084,0.23278084714548802
1085,0.23278084714548802
1086,0.23278084714548802
1087,0.23278084714548802
1088,0.23278084714548802
1089,0.23278084714548802
1090,0.23278084714548802
1091,0.23278084714548802
1092,0.23278084714548802
1093,0.23278084714548802
1094,0.23278084714548802
1095,0.23278084714548802
1096,0.23278084714548802
1097,0.23278084714548802
1098,0.23278084714548802
1099,0.23278084714548802
1100,0.23278084714548802
1101,0.23278084714548802
1102,0.23278084714548802
1103,0.23278084714548802
1104,0.23278084714548802
1105,0.23278084714548802
1106,0.23278084714548802
1107,0.23278084714548802
1108,0.23278084714548802
1109,0.23278084714548802
1110,0.23278084714548802
1111,0.23278084714548802
1112,0.23278084714548802
1113,0.23278084714548802
1114,0.23278084714548802
1115,0.23278084714548802
1116,0.23278084714548802
1117,0.23278084714548802
1118,0.23278084714548802
1119,0.23278084714548802
1120,0.23278084714548802
1121,0.23278084714548802
1122,0.23278084714548802
1123,0.23278084714548802
1124,0.23278084714548802
1125,0.23278084714548802
1126,0.23278084714548802
1127,0.23278084714548802
1128,0.23278084714548802
1129,0.23278084714548802
1130,0.23278084714548802
1131,0.23278084714548802
1132,0.23278084714548802
1133,0.23278084714548802
1134,0.23278084714548802
1135,0.23278084714548802
1136,0.23278084714548802
1137,0.23278084714548802
1138,0.23278084714548802
1139,0.23278084714548802
1140,0.23278084714548802
1141,0.23278084714548802
1142,0.23278084714548802
1143,0.23278084714548802
1144,0.23278084714548797
1145,0.23278084714548802
1146,0.23278084714548802
1147,0.23278084714548802
1148,0.23278084714548802
1149,0.23278084714548802
1150,0.23278084714548802
1151,0.23278084714548802
1152,0.23278084714548802
1153,0.23278084714548802
1154,0.23278084714548802
1155,0.23278084714548802
1156,0.23278084714548802
1157,0.23278084714548802
1158,0.23278084714548802
1159,0.23278084714548802
1160,0.23278084714548802
1161,0.23278084714548802
1162,0.23278084714548802
1163,0.23278084714548802
1164,0.23278084714548802
1165,0.23278084714548802
1166,0.23278084714548802
1167,0.23278084714548802
1168,0.23278084714548802
1169,0.23278084714548802
1170,0.23278084714548802
1171,0.23278084714548802
1172,0.23278084714548802
1173,0.23278084714548802
1174,0.23278084714548802
1175,0.23278084714548802
1176,0.23278084714548802
1177,0.23278084714548802
1178,0.23278084714548797
1179,0.23278084714548802
1180,0.23278084714548802
1181,0.23278084714548802
1182,0.23278084714548797
1183,0.23278084714548802
1184,0.23278084714548802
1185,0.23278084714548802
1186,0.23278084714548802
1187,0.23278084714548802
1188,0.23278084714548802
1189,0.23278084714548802
1190,0.23278084714548802
1191,0.23278084714548802
1192,0.23278084714548802
1193,0.23278084714548802
1194,0.23278084714548802
1195,0.23278084714548802
1196,0.23278084714548802
1197,0.23278084714548802
1198,0.23278084714548802
1199,0.23278084714548802
1200,0.23278084714548802
1201,0.23278084714548802
1202,0.23278084714548802
1203,0.23278084714548802
1204,0.23278084714548802
1205,0.23278084714548802
1206,0.23278084714548802
1207,0.23278084714548802
1208,0.23278084714548802
1209,0.23278084714548802
1210,0.23278084714548802
1211,0.23278084714548802
1212,0.23278084714548802
1213,0.23278084714548802
1214,0.23278084714548802
1215,0.23278084714548802
1216,0.23278084714548802
1217,0.23278084714548802
1218,0.23278084714548802
1219,0.23278084714548802
1220,0.23278084714548802
1221,0.23278084714548802
1222,0.23278084714548802
1223,0.23278084714548802
1224,0.23278084714548802
1225,0.23278084714548802
1226,0.23278084714548802
1227,0.23278084714548802
1228,0.23278084714548802
1229,0.23278084714548802
1230,0.23278084714548802
1231,0.23278084714548802
1232,0.23278084714548797
1233,0.23278084714548802
1234,0.23278084714548802
1235,0.23278084714548802
1236,0.23278084714548802
1237,0.23278084714548802
1238,0.23278084714548802
1239,0.23278084714548802
1240,0.23278084714548802
1241,0.23278084714548802
1242,0.23278084714548802
1243,0.23278084714548802
1244,0.23278084714548802
1245,0.23278084714548802
1246,0.23278084714548802
1247,0.23278084714548802
1248,0.23278084714548802
